client_id,full_name,fio,phone,email,city,created_at,last_order_at,total_spent
c101303,Денис Юдин,,+79844441957,user101303@example.ru,Красноярск,,2026-06-04,174362
c101365,Тимур Ковальчук,,+79428972930,user101365@example.ru,Новосибирск,,2026-02-18,37233
c105523,,Роман Ермаков,+7 (978) 929-94-43,user105523@example.ru,Екатеринбург,15.12.2025,,
c92088,,Егор Лаптев,+7 (939) 460-95-38,user92088@example.ru,Новосибирск,03.03.2026,,
c104853,,Павел Ермаков,+7 (936) 000-85-91,user104853@example.ru,Москва,03.02.2026,,
c100548,Игорь Юдин,,+79849409181,user100548@example.ru,Казань,,2026-07-25,4828
c91167,,Роман Юдин,+7 (965) 063-40-06,user91167@example.ru,С.-Петербург,21.01.2025,,
c101809,Ольга Ковальчук,,+79672287456,user101809@example.ru,Красноярск,,2026-06-05,82909
c102283,Алиса Нестерова,,+79383382635,user102283@example.ru,Красноярск,,2026-01-22,12613
c101796,Вера Осипова,,+79534949182,user101796@example.ru,Казань,,2026-08-20,149443
c101710,Вера Лаптева,,+79296660829,user101710@example.ru,Красноярск,,2026-09-05,67158
c105991,Глеб Шилов,,+79729041421,user105991@example.ru,Москва,,2026-01-17,105647
c105057,Егор Крылов,,+79526654381,user105057@example.ru,Казань,,2026-05-07,174117
c105680,Лидия Осипова,,+79348148866,user105680@example.ru,Красноярск,,2026-04-15,136579
c104335,Игорь Сорокин,,+79546931800,user104335@example.ru,Красноярск,,2026-03-30,54568
c101017,,Денис Белых,+7 (973) 973-46-34,user101017@example.ru,Новосибирск,14.08.2024,,
c103877,Глеб Крылов,,+79593247885,user103877@example.ru,Казань,,2026-01-25,18089
c103468,Егор Крылов,,+79228455806,user103468@example.ru,Екатеринбург,,2026-06-10,74354
c105064,Игорь Панин,,+79589260630,user105064@example.ru,Екатеринбург,,2026-01-14,168839
c100008,Артур Крылов,,+79684102063,user100008@example.ru,Новосибирск,,2026-04-30,133055
c102147,,Алиса Сорокина,+7 (973) 624-97-34,user102147@example.ru,С.-Петербург,14.06.2026,,
c100944,Алиса Панина,,+79658942114,user100944@example.ru,Красноярск,,2026-01-10,3767
c104969,Глеб Сорокин,,+79610065797,user104969@example.ru,Москва,,2026-03-10,164903
c90553,,Ольга Гордеева,+7 (917) 422-96-57,user90553@example.ru,Екатеринбург,02.05.2026,,
c105852,Вера Ковальчук,,+79550868993,user105852@example.ru,Красноярск,,2026-03-01,95998
c102925,Кирилл Тихонов,,+79191675745,user102925@example.ru,Екатеринбург,,2026-05-16,3191
c102328,Тимур Панин,,+79729384447,user102328@example.ru,Красноярск,,2026-02-22,128283
c102052,Роман Крылов,,+79990007755,user102052@example.ru,Санкт-Петербург,,2026-01-04,171718
c90729,,Игорь Гордеев,+7 (946) 543-36-34,user90729@example.ru,С.-Петербург,14.06.2025,,
c104684,Елена Савельева,,+79594872190,user104684@example.ru,Санкт-Петербург,,2026-07-09,116972
c105282,,Елена Нестерова,+7 (945) 101-78-28,user105282@example.ru,Москва,22.03.2026,,
c106674,,Игорь Юдин,+7 (980) 641-47-92,user106674@example.ru,Красноярск,31.03.2025,,
c106010,Мария Белых,,+79876033280,user106010@example.ru,Санкт-Петербург,,2026-09-01,23265
c91637,,Павел Ермаков,+7 (956) 505-69-15,user91637@example.ru,Москва,24.02.2026,,
c103778,Лидия Панина,,+79530480296,user103778@example.ru,Москва,,2026-03-06,97869
c102737,Денис Гордеев,,+79497725251,user102737@example.ru,Москва,,2026-03-08,121137
c90657,,Анна Тихонова,+7 (948) 006-32-61,user90657@example.ru,Екатеринбург,21.12.2024,,
c90227,,Вера Юдина,+7 (923) 455-15-82,user90227@example.ru,Новосибирск,15.04.2026,,
c91251,,Егор Ковальчук,+7 (935) 488-57-80,user91251@example.ru,Екатеринбург,22.03.2026,,
c91776,,Лидия Савельева,+7 (984) 794-32-32,user91776@example.ru,Екатеринбург,30.07.2025,,
c103677,Ольга Юдина,,+79635291961,user103677@example.ru,Москва,,2026-03-05,62580
c92117,,Елена Мешкова,+7 (958) 862-35-21,user92117@example.ru,Екатеринбург,18.07.2024,,
c105692,Мария Осипова,,+79141020115,user105692@example.ru,Санкт-Петербург,,2026-08-13,44929
c100583,Елена Нестерова,,+79781868307,user100583@example.ru,Красноярск,,2026-02-09,84811
c103868,Анна Савельева,,+79805100353,user103868@example.ru,Красноярск,,2026-03-25,139610
c91715,,Егор Мешков,+7 (932) 426-04-86,user91715@example.ru,Екатеринбург,12.03.2026,,
c91033,,Ольга Осипова,+7 (923) 322-01-36,user91033@example.ru,Москва,26.09.2025,,
c100348,Роман Панин,,+79794090268,user100348@example.ru,Новосибирск,,2026-03-23,38881
c92336,,Игорь Нестеров,+7 (984) 270-15-97,user92336@example.ru,Красноярск,22.12.2025,,
c100019,Егор Ермаков,,+79516270232,user100019@example.ru,Казань,,2026-06-28,48265
c100851,Максим Шилов,,+79485962956,user100851@example.ru,Новосибирск,,2026-03-02,44889
c101293,Игорь Сорокин,,+79678469723,user101293@example.ru,Санкт-Петербург,,2026-01-13,135380
c100114,Анна Тихонова,,+79510118011,user100114@example.ru,Санкт-Петербург,,2026-09-06,131411
c101912,Тимур Тихонов,,+79624120328,user101912@example.ru,Екатеринбург,,2026-08-18,153457
c90514,,Артур Осипов,+7 (961) 680-31-02,user90514@example.ru,Москва,09.03.2024,,
c104656,Елена Савельева,,+79423885832,user104656@example.ru,Новосибирск,,2026-08-26,70263
c91096,,Артур Савельев,+7 (921) 071-43-15,user91096@example.ru,Новосибирск,02.06.2025,,
c102725,Кирилл Крылов,,+79578328240,user102725@example.ru,Москва,,2026-01-20,152903
c100100,Егор Сорокин,,+79300769076,user100100@example.ru,Москва,,2026-06-06,122252
c92321,,Игорь Мешков,+7 (930) 140-96-45,user92321@example.ru,Красноярск,30.03.2026,,
c102548,Алиса Гордеева,,+79852174798,user102548@example.ru,Красноярск,,2026-08-15,7974
c104618,Егор Сорокин,,+79387184749,user104618@example.ru,Новосибирск,,2026-03-01,167393
c102149,Вера Осипова,,+79224794775,user102149@example.ru,Казань,,2026-05-16,124224
c104821,Наталья Крылова,,+79490127587,user104821@example.ru,Москва,,2026-04-14,82217
c101121,Игорь Тихонов,,+79583539343,user101121@example.ru,Екатеринбург,,2026-01-22,10487
c102370,Игорь Шилов,,+79557532909,user102370@example.ru,Санкт-Петербург,,2026-03-29,14890
c105653,Максим Савельев,,+79112454100,user105653@example.ru,Новосибирск,,2026-08-27,75714
c91441,,Мария Ермакова,+7 (972) 673-02-89,user91441@example.ru,С.-Петербург,20.02.2025,,
c91013,,Тимур Лаптев,+7 (917) 380-29-44,user91013@example.ru,Москва,21.10.2024,,
c103875,Юлия Савельева,,+79601428790,user103875@example.ru,Новосибирск,,2026-03-07,133770
c100879,Денис Панин,,+79318885508,user100879@example.ru,Новосибирск,,2026-04-19,149341
c100364,Елена Зуева,,+79835691280,user100364@example.ru,Москва,,2026-07-22,41956
c101783,Ольга Ермакова,,+79120750486,user101783@example.ru,Санкт-Петербург,,2026-04-10,163144
c102982,,Алиса Панина,+7 (947) 696-58-36,user102982@example.ru,С.-Петербург,05.05.2025,,
c105639,Ольга Панина,,+79141991580,user105639@example.ru,Новосибирск,,2026-03-11,159904
c91437,,Кирилл Шилов,+7 (945) 737-10-37,user91437@example.ru,Красноярск,15.02.2026,,
c90822,,Вера Панина,+7 (934) 789-57-57,user90822@example.ru,Красноярск,02.10.2025,,
c103895,Наталья Шилова,,+79628566091,user103895@example.ru,Санкт-Петербург,,2026-06-15,134130
c103706,,Артур Лаптев,+7 (978) 118-84-07,user103706@example.ru,С.-Петербург,25.04.2026,,
c105156,Ольга Сорокина,,+79297847076,user105156@example.ru,Москва,,2026-04-22,165628
c104397,Елена Крылова,,+79660509666,user104397@example.ru,Казань,,2026-04-13,160071
c103772,Юлия Нестерова,,+79487640793,user103772@example.ru,Новосибирск,,2026-02-07,25256
c91578,,Павел Гордеев,+7 (941) 288-32-81,user91578@example.ru,Екатеринбург,13.07.2025,,
c103466,Ольга Крылова,,+79386402585,user103466@example.ru,Красноярск,,2026-07-24,113514
c102580,Денис Ермаков,,+79854097294,user102580@example.ru,Казань,,2026-06-25,138841
c100138,Мария Ковальчук,,+79614799142,user100138@example.ru,Москва,,2026-06-12,27974
c104143,Глеб Зуев,,+79193836377,user104143@example.ru,Казань,,2026-08-12,157802
c106564,Кирилл Савельев,,+79507252432,user106564@example.ru,Новосибирск,,2026-06-02,84690
c103442,Денис Белых,,+79253071676,user103442@example.ru,Екатеринбург,,2026-05-05,76819
c104433,Роман Нестеров,,+79641254599,user104433@example.ru,Красноярск,,2026-07-10,121618
c102273,Тимур Шилов,,+79626598738,user102273@example.ru,Екатеринбург,,2026-05-12,25019
c103379,Наталья Панина,,+79906048182,user103379@example.ru,Казань,,2026-02-27,32928
c90521,,Наталья Мешкова,+7 (935) 152-14-67,user90521@example.ru,Казань,24.01.2025,,
c90119,,Наталья Юдина,+7 (985) 780-63-73,user90119@example.ru,Москва,09.04.2025,,
c105106,Мария Крылова,,+79789994020,user105106@example.ru,Москва,,2026-03-07,109264
c103067,Юлия Крылова,,+79101607244,user103067@example.ru,Красноярск,,2026-06-17,164602
c102340,Кирилл Тихонов,,+79711750018,user102340@example.ru,Санкт-Петербург,,2026-04-30,167150
c100951,Павел Сорокин,,+79500722598,user100951@example.ru,Красноярск,,2026-08-20,51162
c104264,Денис Нестеров,,+79568528935,user104264@example.ru,Екатеринбург,,2026-02-06,38104
c105862,,Игорь Панин,+7 (985) 759-73-99,user105862@example.ru,Новосибирск,03.11.2025,,
c105153,Вера Тихонова,,+79902368523,user105153@example.ru,Москва,,2026-03-29,151998
c105489,,Юлия Крылова,+7 (958) 622-03-43,user105489@example.ru,Красноярск,11.03.2024,,
c100066,Мария Лаптева,,+79670230012,user100066@example.ru,Новосибирск,,2026-04-25,27679
c91483,,Глеб Осипов,+7 (995) 181-13-71,user91483@example.ru,Москва,30.04.2024,,
c103469,Ольга Юдина,,+79418415813,user103469@example.ru,Москва,,2026-08-04,41426
c105121,Полина Мешкова,,+79839338135,user105121@example.ru,Санкт-Петербург,,2026-02-10,173750
c100478,Кирилл Лаптев,,+79240681910,user100478@example.ru,Москва,,2026-06-02,17260
c101907,Алиса Мешкова,,+79228771256,user101907@example.ru,Екатеринбург,,2026-07-14,65183
c91837,,Егор Гордеев,+7 (980) 934-70-44,user91837@example.ru,Москва,22.10.2025,,
c102916,Вера Осипова,,+79168283807,user102916@example.ru,Казань,,2026-02-12,134882
c103604,Денис Осипов,,+79206382235,user103604@example.ru,Санкт-Петербург,,2026-01-09,145268
c101523,Наталья Сорокина,,+79918805895,user101523@example.ru,Москва,,2026-03-12,4934
c90631,,Глеб Шилов,+7 (952) 146-45-44,user90631@example.ru,Екатеринбург,13.04.2026,,
c101555,Юлия Ермакова,,+79401255321,user101555@example.ru,Казань,,2026-04-03,59816
c102408,Глеб Юдин,,+79340951535,user102408@example.ru,Казань,,2026-08-03,138360
c100630,,Тимур Ермаков,+7 (929) 021-38-51,user100630@example.ru,Москва,28.09.2024,,
c106856,Максим Сорокин,,+79838893965,user106856@example.ru,Новосибирск,,2026-05-11,89371
c100097,Роман Ковальчук,,+79416832496,user100097@example.ru,Москва,,2026-06-21,109676
c105357,Павел Сорокин,,+79158185077,user105357@example.ru,Казань,,2026-01-16,14236
c90999,,Анна Панина,+7 (953) 008-78-35,user90999@example.ru,Москва,20.12.2024,,
c106229,,Роман Тихонов,+7 (958) 631-75-67,user106229@example.ru,Новосибирск,17.01.2024,,
c103177,Полина Нестерова,,+79231547369,user103177@example.ru,Красноярск,,2026-02-26,42107
c101994,Полина Сорокина,,+79683815156,user101994@example.ru,Красноярск,,2026-02-18,145681
c104879,Елена Крылова,,+79100224080,user104879@example.ru,Москва,,2026-04-17,58729
c104842,Тимур Панин,,+79500612774,user104842@example.ru,Новосибирск,,2026-02-22,166559
c102502,Павел Зуев,,+79270054438,user102502@example.ru,Красноярск,,2026-08-21,155171
c90918,,Елена Осипова,+7 (935) 260-74-74,user90918@example.ru,Москва,28.06.2024,,
c103861,Алиса Панина,,+79188973678,user103861@example.ru,Новосибирск,,2026-03-28,175124
c103534,Максим Зуев,,+79512448920,user103534@example.ru,Красноярск,,2026-01-31,86251
c91579,,Полина Шилова,+7 (998) 685-65-17,user91579@example.ru,Казань,11.02.2026,,
c102849,Мария Осипова,,+79584687604,user102849@example.ru,Новосибирск,,2026-07-27,113907
c105582,,Алиса Белых,+7 (976) 264-20-43,user105582@example.ru,Екатеринбург,13.02.2024,,
c92387,,Елена Зуева,+7 (932) 847-65-11,user92387@example.ru,Казань,15.06.2025,,
c92123,,Игорь Гордеев,+7 (951) 530-24-50,user92123@example.ru,Москва,19.03.2025,,
c91391,,Глеб Ермаков,+7 (934) 351-68-60,user91391@example.ru,Екатеринбург,13.03.2024,,
c90069,,Игорь Сорокин,+7 (989) 616-98-16,user90069@example.ru,Красноярск,25.06.2026,,
c103882,Анна Зуева,,+79504119664,user103882@example.ru,Москва,,2026-08-02,105252
c91650,,Елена Лаптева,+7 (999) 551-01-85,user91650@example.ru,Казань,09.08.2024,,
c100130,Артур Лаптев,,+79278182222,user100130@example.ru,Москва,,2026-02-04,173532
c103061,Егор Мешков,,+79995999195,user103061@example.ru,Санкт-Петербург,,2026-04-16,136773
c106525,Егор Панин,,+79201467294,user106525@example.ru,Москва,,2026-01-04,120090
c90426,,Кирилл Сорокин,+7 (964) 822-16-96,user90426@example.ru,Екатеринбург,21.04.2026,,
c103190,Лидия Тихонова,,+79917677122,user103190@example.ru,Екатеринбург,,2026-07-09,179435
c90306,,Вера Савельева,+7 (952) 370-05-13,user90306@example.ru,С.-Петербург,14.10.2025,,
c92095,,Кирилл Панин,+7 (923) 709-59-79,user92095@example.ru,Екатеринбург,23.01.2026,,
c101253,Максим Нестеров,,+79473051083,user101253@example.ru,Казань,,2026-01-10,170668
c103179,Роман Ковальчук,,+79885864203,user103179@example.ru,Санкт-Петербург,,2026-02-20,107181
c92399,,Ольга Лаптева,+7 (963) 974-07-26,user92399@example.ru,С.-Петербург,23.06.2025,,
c104937,Роман Осипов,,+79348106788,user104937@example.ru,Екатеринбург,,2026-06-24,41700
c104944,Глеб Осипов,,+79999338142,user104944@example.ru,Новосибирск,,2026-03-19,16794
c102660,Юлия Сорокина,,+79814599232,user102660@example.ru,Казань,,2026-03-14,109631
c103398,Юлия Савельева,,+79497448345,user103398@example.ru,Казань,,2026-04-13,17475
c106554,Игорь Нестеров,,+79512697116,user106554@example.ru,Новосибирск,,2026-03-01,55577
c106257,Ольга Крылова,,+79716871365,user106257@example.ru,Санкт-Петербург,,2026-09-11,134484
c105062,Елена Осипова,,+79912685717,user105062@example.ru,Санкт-Петербург,,2026-06-14,87813
c91771,,Кирилл Ковальчук,+7 (964) 309-83-85,user91771@example.ru,Новосибирск,12.06.2025,,
c101775,Павел Крылов,,+79351135493,user101775@example.ru,Санкт-Петербург,,2026-07-31,51610
c102417,Максим Лаптев,,+79218454679,user102417@example.ru,Красноярск,,2026-06-27,44095
c106412,Тимур Лаптев,,+79470267011,user106412@example.ru,Красноярск,,2026-01-24,108645
c101586,Анна Крылова,,+79345532775,user101586@example.ru,Казань,,2026-05-08,54753
c105226,Алиса Ермакова,,+79839809610,user105226@example.ru,Казань,,2026-07-09,86011
c103285,Тимур Крылов,,+79180806196,user103285@example.ru,Новосибирск,,2026-08-21,18986
c102393,Тимур Сорокин,,+79604721116,user102393@example.ru,Екатеринбург,,2026-08-27,125273
c103605,Лидия Крылова,,+79932069889,user103605@example.ru,Москва,,2026-02-04,82366
c106005,Игорь Панин,,+79782384668,user106005@example.ru,Санкт-Петербург,,2026-04-29,148586
c106865,Лидия Панина,,+79739708540,user106865@example.ru,Екатеринбург,,2026-04-12,86875
c90889,,Артур Лаптев,+7 (979) 207-63-36,user90889@example.ru,Красноярск,30.03.2025,,
c90112,,Юлия Гордеева,+7 (911) 508-66-00,user90112@example.ru,Новосибирск,17.06.2024,,
c104310,Ольга Белых,,+79482647638,user104310@example.ru,Екатеринбург,,2026-02-26,72555
c90769,,Ольга Ермакова,+7 (924) 864-98-82,user90769@example.ru,Новосибирск,16.10.2025,,
c103586,Алиса Гордеева,,+79718658733,user103586@example.ru,Новосибирск,,2026-08-15,110056
c104744,Лидия Шилова,,+79159615393,user104744@example.ru,Екатеринбург,,2026-07-12,14535
c104673,,Вера Шилова,+7 (951) 239-80-74,user104673@example.ru,С.-Петербург,21.01.2025,,
c101874,Кирилл Мешков,,+79743294926,user101874@example.ru,Новосибирск,,2026-06-18,509
c100380,,Павел Крылов,+7 (935) 938-57-82,user100380@example.ru,С.-Петербург,12.07.2025,,
c103372,Анна Юдина,,+79603792524,user103372@example.ru,Новосибирск,,2026-07-24,144302
c104027,,Павел Ковальчук,+7 (986) 653-04-04,user104027@example.ru,С.-Петербург,09.05.2024,,
c90027,,Игорь Зуев,+7 (949) 589-55-56,user90027@example.ru,Екатеринбург,06.03.2024,,
c100558,Анна Лаптева,,+79856500591,user100558@example.ru,Санкт-Петербург,,2026-03-26,72724
c100697,Денис Савельев,,+79266802359,user100697@example.ru,Екатеринбург,,2026-06-05,77167
c105671,,Павел Панин,+7 (975) 127-38-98,user105671@example.ru,Москва,05.10.2025,,
c105707,Глеб Гордеев,,+79358442309,user105707@example.ru,Казань,,2026-05-01,125927
c105702,Игорь Сорокин,,+79256628846,user105702@example.ru,Санкт-Петербург,,2026-01-29,93778
c102298,Юлия Савельева,,+79397893807,user102298@example.ru,Санкт-Петербург,,2026-02-05,9035
c104277,Юлия Белых,,+79529791254,user104277@example.ru,Красноярск,,2026-01-21,42504
c102238,Елена Нестерова,,+79417120776,user102238@example.ru,Новосибирск,,2026-01-08,50480
c90116,,Мария Юдина,+7 (918) 344-72-93,user90116@example.ru,Новосибирск,16.07.2025,,
c102679,Павел Осипов,,+79862807162,user102679@example.ru,Санкт-Петербург,,2026-04-06,170625
c102868,Максим Шилов,,+79659324168,user102868@example.ru,Красноярск,,2026-04-16,48170
c103484,,Максим Нестеров,+7 (935) 714-12-17,user103484@example.ru,Екатеринбург,24.05.2024,,
c104497,Наталья Панина,,+79999931230,user104497@example.ru,Новосибирск,,2026-01-13,7005
c102686,Алиса Юдина,,+79680572125,user102686@example.ru,Санкт-Петербург,,2026-03-04,100261
c101362,Егор Сорокин,,+79565812879,user101362@example.ru,Москва,,2026-06-10,137526
c106508,Елена Савельева,,+79390695518,user106508@example.ru,Красноярск,,2026-05-16,65067
c92349,,Елена Мешкова,+7 (911) 476-44-96,user92349@example.ru,Екатеринбург,17.05.2025,,
c102624,Глеб Осипов,,+79534995909,user102624@example.ru,Санкт-Петербург,,2026-05-18,10533
c103433,,Артур Зуев,+7 (914) 090-07-80,user103433@example.ru,Казань,18.06.2026,,
c102684,Алиса Мешкова,,+79717571138,user102684@example.ru,Екатеринбург,,2026-07-29,1176
c106664,Елена Гордеева,,+79536274959,user106664@example.ru,Красноярск,,2026-06-09,165534
c106378,,Наталья Ковальчук,+7 (948) 469-32-66,user106378@example.ru,Новосибирск,11.10.2025,,
c102240,Наталья Гордеева,,+79960902719,user102240@example.ru,Красноярск,,2026-06-18,115158
c105436,Павел Савельев,,+79241033602,user105436@example.ru,Новосибирск,,2026-02-22,46229
c100521,,Денис Нестеров,+7 (910) 679-35-68,user100521@example.ru,Казань,11.08.2024,,
c101193,Алиса Осипова,,+79876219158,user101193@example.ru,Москва,,2026-04-03,50910
c102506,Юлия Белых,,+79515411520,user102506@example.ru,Екатеринбург,,2026-06-19,162528
c90797,,Павел Панин,+7 (972) 211-52-14,user90797@example.ru,С.-Петербург,12.06.2024,,
c100026,Глеб Шилов,,+79913507367,user100026@example.ru,Москва,,2026-05-05,79401
c104194,,Денис Панин,+7 (986) 967-04-42,user104194@example.ru,С.-Петербург,04.05.2024,,
c100155,Денис Нестеров,,+79617120851,user100155@example.ru,Екатеринбург,,2026-08-02,112326
c100062,Глеб Ковальчук,,+79443822336,user100062@example.ru,Казань,,2026-04-27,82036
c90353,,Егор Ковальчук,+7 (984) 661-12-25,user90353@example.ru,С.-Петербург,26.01.2026,,
c91303,,Алиса Ермакова,+7 (925) 178-63-48,user91303@example.ru,Новосибирск,14.05.2024,,
c104532,Юлия Осипова,,+79985247649,user104532@example.ru,Екатеринбург,,2026-03-25,7941
c104012,Полина Ковальчук,,+79437232505,user104012@example.ru,Красноярск,,2026-03-25,62047
c91329,,Роман Ковальчук,+7 (993) 364-33-84,user91329@example.ru,Екатеринбург,17.01.2024,,
c90927,,Юлия Мешкова,+7 (979) 271-54-73,user90927@example.ru,Красноярск,04.01.2025,,
c92462,,Игорь Ермаков,+7 (963) 528-93-53,user92462@example.ru,Москва,16.08.2025,,
c104103,Павел Панин,,+79110289277,user104103@example.ru,Казань,,2026-08-05,167828
c91999,,Кирилл Панин,+7 (939) 732-79-62,user91999@example.ru,Красноярск,19.11.2024,,
c100449,Елена Ковальчук,,+79880490182,user100449@example.ru,Санкт-Петербург,,2026-08-16,111861
c91766,,Елена Зуева,+7 (965) 187-12-68,user91766@example.ru,Казань,10.07.2024,,
c102288,Артур Панин,,+79564695191,user102288@example.ru,Красноярск,,2026-08-11,32147
c101051,,Павел Панин,+7 (940) 644-89-23,user101051@example.ru,Красноярск,29.01.2025,,
c100929,Анна Юдина,,+79823757103,user100929@example.ru,Новосибирск,,2026-05-18,6096
c92445,,Игорь Осипов,+7 (932) 524-71-66,user92445@example.ru,Казань,03.04.2024,,
c91608,,Полина Лаптева,+7 (929) 694-17-62,user91608@example.ru,Москва,11.04.2026,,
c91730,,Полина Тихонова,+7 (960) 007-10-28,user91730@example.ru,Казань,16.01.2025,,
c100721,,Полина Осипова,+7 (983) 211-53-08,user100721@example.ru,Новосибирск,03.03.2026,,
c105273,,Анна Гордеева,+7 (959) 621-67-44,user105273@example.ru,Москва,12.02.2025,,
c105421,Юлия Савельева,,+79969042229,user105421@example.ru,Новосибирск,,2026-02-21,93721
c103941,Кирилл Тихонов,,+79289439267,user103941@example.ru,Красноярск,,2026-04-22,96676
c105678,Денис Гордеев,,+79112630364,user105678@example.ru,Красноярск,,2026-08-04,150024
c105484,Кирилл Ермаков,,+79585534809,user105484@example.ru,Казань,,2026-03-06,686
c103305,Мария Осипова,,+79837169972,user103305@example.ru,Новосибирск,,2026-06-27,74439
c102994,Вера Нестерова,,+79678099860,user102994@example.ru,Красноярск,,2026-09-01,31505
c102749,Артур Ковальчук,,+79192057696,user102749@example.ru,Казань,,2026-08-25,50079
c100665,Кирилл Осипов,,+79946133703,user100665@example.ru,Красноярск,,2026-04-25,34714
c106796,Кирилл Савельев,,+79734684597,user106796@example.ru,Красноярск,,2026-06-27,86863
c90169,,Анна Белых,+7 (957) 639-20-90,user90169@example.ru,С.-Петербург,21.02.2024,,
c102822,Павел Осипов,,+79124021324,user102822@example.ru,Красноярск,,2026-07-06,6307
c90540,,Игорь Ковальчук,+7 (946) 082-48-41,user90540@example.ru,Екатеринбург,04.11.2025,,
c101955,Роман Гордеев,,+79188024785,user101955@example.ru,Красноярск,,2026-08-17,145094
c104149,Юлия Гордеева,,+79622060065,user104149@example.ru,Красноярск,,2026-07-31,47620
c106718,,Наталья Шилова,+7 (980) 350-30-18,user106718@example.ru,Казань,28.12.2024,,
c90599,,Глеб Савельев,+7 (985) 795-21-55,user90599@example.ru,Новосибирск,21.04.2024,,
c102774,Артур Ковальчук,,+79394072768,user102774@example.ru,Новосибирск,,2026-01-28,67256
c104360,Алиса Лаптева,,+79808559455,user104360@example.ru,Санкт-Петербург,,2026-01-27,38317
c104128,Елена Лаптева,,+79905810070,user104128@example.ru,Москва,,2026-09-07,52175
c106638,Елена Ермакова,,+79801538582,user106638@example.ru,Казань,,2026-07-16,147377
c104721,,Егор Шилов,+7 (992) 491-60-35,user104721@example.ru,С.-Петербург,20.09.2025,,
c90551,,Мария Лаптева,+7 (991) 006-23-64,user90551@example.ru,Казань,06.05.2025,,
c106428,Юлия Нестерова,,+79423395207,user106428@example.ru,Красноярск,,2026-05-15,38113
c104048,Лидия Нестерова,,+79797167111,user104048@example.ru,Москва,,2026-08-02,94458
c100670,Алиса Мешкова,,+79467105121,user100670@example.ru,Санкт-Петербург,,2026-05-25,99642
c101961,Игорь Тихонов,,+79170625221,user101961@example.ru,Новосибирск,,2026-04-07,45431
c102878,Артур Савельев,,+79528665150,user102878@example.ru,Новосибирск,,2026-04-20,150277
c90703,,Лидия Юдина,+7 (973) 278-81-92,user90703@example.ru,Москва,09.09.2025,,
c91734,,Алиса Лаптева,+7 (952) 938-77-98,user91734@example.ru,Москва,02.09.2024,,
c100648,Полина Лаптева,,+79745201255,user100648@example.ru,Екатеринбург,,2026-02-08,59267
c91014,,Максим Зуев,+7 (963) 898-07-19,user91014@example.ru,С.-Петербург,07.06.2024,,
c105727,Мария Юдина,,+79778558177,user105727@example.ru,Санкт-Петербург,,2026-07-25,105831
c100694,Ольга Мешкова,,+79965635902,user100694@example.ru,Красноярск,,2026-09-08,140088
c101117,Егор Ермаков,,+79913208595,user101117@example.ru,Новосибирск,,2026-08-20,30875
c105900,Ольга Панина,,+79975763475,user105900@example.ru,Санкт-Петербург,,2026-05-12,41719
c105488,Артур Ковальчук,,+79715391637,user105488@example.ru,Красноярск,,2026-03-12,147985
c106252,Артур Ермаков,,+79727070139,user106252@example.ru,Екатеринбург,,2026-05-13,53589
c103640,Ольга Ермакова,,+79767321707,user103640@example.ru,Москва,,2026-04-14,69039
c101736,Алиса Крылова,,+79878773507,user101736@example.ru,Москва,,2026-06-25,165382
c91844,,Юлия Сорокина,+7 (989) 598-62-90,user91844@example.ru,Новосибирск,21.02.2025,,
c105100,Полина Мешкова,,+79910737171,user105100@example.ru,Екатеринбург,,2026-08-27,108777
c103736,Юлия Савельева,,+79563911394,user103736@example.ru,Екатеринбург,,2026-05-12,52665
c101260,Вера Белых,,+79277388194,user101260@example.ru,Екатеринбург,,2026-02-17,42252
c100820,Тимур Ермаков,,+79841842369,user100820@example.ru,Санкт-Петербург,,2026-03-06,5989
c90410,,Елена Ковальчук,+7 (913) 461-73-64,user90410@example.ru,С.-Петербург,10.05.2024,,
c92294,,Роман Тихонов,+7 (991) 230-66-72,user92294@example.ru,Екатеринбург,12.06.2026,,
c100367,Максим Нестеров,,+79650353967,user100367@example.ru,Красноярск,,2026-04-23,15835
c90597,,Наталья Юдина,+7 (924) 081-94-58,user90597@example.ru,Екатеринбург,26.03.2024,,
c104489,Тимур Лаптев,,+79614261589,user104489@example.ru,Санкт-Петербург,,2026-01-05,69185
c104055,Денис Нестеров,,+79144611849,user104055@example.ru,Москва,,2026-04-09,151614
c90202,,Глеб Юдин,+7 (924) 695-82-68,user90202@example.ru,С.-Петербург,10.12.2024,,
c104581,Анна Панина,,+79195517295,user104581@example.ru,Казань,,2026-05-28,117488
c106778,Тимур Мешков,,+79194030062,user106778@example.ru,Новосибирск,,2026-02-27,166223
c102931,Алиса Крылова,,+79224404638,user102931@example.ru,Екатеринбург,,2026-05-01,142732
c102479,Мария Сорокина,,+79779623876,user102479@example.ru,Новосибирск,,2026-08-30,39546
c101627,Полина Гордеева,,+79669108415,user101627@example.ru,Санкт-Петербург,,2026-09-09,6908
c100671,Полина Ковальчук,,+79912694040,user100671@example.ru,Новосибирск,,2026-08-07,95831
c102028,,Кирилл Ермаков,+7 (920) 719-42-51,user102028@example.ru,С.-Петербург,01.02.2026,,
c105251,Полина Гордеева,,+79289735629,user105251@example.ru,Казань,,2026-06-18,66342
c101036,Роман Тихонов,,+79716568883,user101036@example.ru,Санкт-Петербург,,2026-03-29,97262
c104826,,Максим Белых,+7 (935) 339-87-60,user104826@example.ru,Екатеринбург,07.06.2024,,
